Database,Table,Column,Datatype,Missing,Distinct
cre_Doc_Control_Systems,Circulation_History,draft_number,int64,0,4
cre_Doc_Control_Systems,Circulation_History,copy_number,int64,0,4
cre_Doc_Control_Systems,Circulation_History,employee_id,int64,0,3
cre_Doc_Control_Systems,Documents_Mailed,document_id,int64,0,10
cre_Doc_Control_Systems,Documents_Mailed,mailed_to_address_id,int64,0,8
cre_Doc_Control_Systems,Documents_Mailed,mailing_date,object,0,14
cre_Doc_Template_Mgt,Ref_Template_Types,Template_Type_Code,object,0,5
cre_Doc_Template_Mgt,Ref_Template_Types,Template_Type_Description,object,0,5
cre_Doc_Template_Mgt,Templates,Template_ID,int64,0,20
cre_Doc_Template_Mgt,Templates,Version_Number,int64,0,10
cre_Doc_Template_Mgt,Templates,Template_Type_Code,object,0,5
cre_Doc_Template_Mgt,Templates,Date_Effective_From,object,0,20
cre_Doc_Template_Mgt,Templates,Date_Effective_To,object,0,20
cre_Doc_Template_Mgt,Templates,Template_Details,object,0,1
cre_Doc_Template_Mgt,Documents,Document_ID,int64,0,15
cre_Doc_Template_Mgt,Documents,Template_ID,int64,0,12
cre_Doc_Template_Mgt,Documents,Document_Name,object,0,15
cre_Doc_Template_Mgt,Documents,Document_Description,object,0,10
cre_Doc_Template_Mgt,Documents,Other_Details,object,15,0
cre_Doc_Template_Mgt,Paragraphs,Paragraph_ID,int64,0,15
cre_Doc_Template_Mgt,Paragraphs,Document_ID,int64,0,10
cre_Doc_Template_Mgt,Paragraphs,Paragraph_Text,object,0,14
cre_Doc_Template_Mgt,Paragraphs,Other_Details,object,15,0
cre_Doc_Tracking_DB,Ref_Document_Types,Document_Type_Code,object,0,4
cre_Doc_Tracking_DB,Ref_Document_Types,Document_Type_Name,object,0,4
cre_Doc_Tracking_DB,Ref_Document_Types,Document_Type_Description,object,0,1
cre_Doc_Tracking_DB,Ref_Calendar,Calendar_Date,object,0,15
cre_Doc_Tracking_DB,Ref_Calendar,Day_Number,int64,0,7
cre_Doc_Tracking_DB,Ref_Locations,Location_Code,object,0,5
cre_Doc_Tracking_DB,Ref_Locations,Location_Name,object,0,5
cre_Doc_Tracking_DB,Ref_Locations,Location_Description,object,0,1
cre_Doc_Tracking_DB,Roles,Role_Code,object,0,5
cre_Doc_Tracking_DB,Roles,Role_Name,object,0,5
cre_Doc_Tracking_DB,Roles,Role_Description,object,0,5
cre_Doc_Tracking_DB,All_Documents,Document_ID,int64,0,15
cre_Doc_Tracking_DB,All_Documents,Date_Stored,object,0,8
cre_Doc_Tracking_DB,All_Documents,Document_Type_Code,object,0,4
cre_Doc_Tracking_DB,All_Documents,Document_Name,object,0,15
cre_Doc_Tracking_DB,All_Documents,Document_Description,object,15,0
cre_Doc_Tracking_DB,All_Documents,Other_Details,object,15,0
cre_Doc_Tracking_DB,Employees,Employee_ID,int64,0,15
cre_Doc_Tracking_DB,Employees,Role_Code,object,0,5
cre_Doc_Tracking_DB,Employees,Employee_Name,object,0,15
cre_Doc_Tracking_DB,Employees,Gender_MFU,object,0,2
cre_Doc_Tracking_DB,Employees,Date_of_Birth,object,0,15
cre_Doc_Tracking_DB,Employees,Other_Details,object,15,0
cre_Doc_Tracking_DB,Document_Locations,Document_ID,int64,0,10
cre_Doc_Tracking_DB,Document_Locations,Location_Code,object,0,5
cre_Doc_Tracking_DB,Document_Locations,Date_in_Location_From,object,0,8
cre_Doc_Tracking_DB,Document_Locations,Date_in_Locaton_To,object,0,10
cre_Doc_Tracking_DB,Documents_to_be_Destroyed,Document_ID,int64,0,11
cre_Doc_Tracking_DB,Documents_to_be_Destroyed,Destruction_Authorised_by_Employee_ID,int64,0,6
cre_Doc_Tracking_DB,Documents_to_be_Destroyed,Destroyed_by_Employee_ID,int64,0,7
cre_Doc_Tracking_DB,Documents_to_be_Destroyed,Planned_Destruction_Date,object,0,7
cre_Doc_Tracking_DB,Documents_to_be_Destroyed,Actual_Destruction_Date,object,0,7
cre_Doc_Tracking_DB,Documents_to_be_Destroyed,Other_Details,object,11,0
cre_Drama_Workshop_Groups,Ref_Payment_Methods,payment_method_code,object,0,3
cre_Drama_Workshop_Groups,Ref_Payment_Methods,payment_method_description,object,0,3
cre_Drama_Workshop_Groups,Ref_Service_Types,Service_Type_Code,object,0,4
cre_Drama_Workshop_Groups,Ref_Service_Types,Parent_Service_Type_Code,object,0,1
cre_Drama_Workshop_Groups,Ref_Service_Types,Service_Type_Description,object,0,4
cre_Drama_Workshop_Groups,Addresses,Address_ID,object,0,20
cre_Drama_Workshop_Groups,Addresses,Line_1,object,0,20
cre_Drama_Workshop_Groups,Addresses,Line_2,object,0,19
cre_Drama_Workshop_Groups,Addresses,City_Town,object,0,20
cre_Drama_Workshop_Groups,Addresses,State_County,object,0,16
cre_Drama_Workshop_Groups,Addresses,Other_Details,object,20,0
cre_Drama_Workshop_Groups,Products,Product_ID,object,0,15
cre_Drama_Workshop_Groups,Products,Product_Name,object,0,3
cre_Drama_Workshop_Groups,Products,Product_Price,int64,0,15
cre_Drama_Workshop_Groups,Products,Product_Description,object,15,0
cre_Drama_Workshop_Groups,Products,Other_Product_Service_Details,object,15,0
cre_Drama_Workshop_Groups,Marketing_Regions,Marketing_Region_Code,object,0,8
cre_Drama_Workshop_Groups,Marketing_Regions,Marketing_Region_Name,object,0,8
cre_Drama_Workshop_Groups,Marketing_Regions,Marketing_Region_Descriptrion,object,0,4
cre_Drama_Workshop_Groups,Marketing_Regions,Other_Details,object,8,0
cre_Drama_Workshop_Groups,Clients,Client_ID,int64,0,20
cre_Drama_Workshop_Groups,Clients,Address_ID,int64,0,12
cre_Drama_Workshop_Groups,Clients,Customer_Email_Address,object,0,20
cre_Drama_Workshop_Groups,Clients,Customer_Name,object,0,20
cre_Drama_Workshop_Groups,Clients,Customer_Phone,object,0,20
cre_Drama_Workshop_Groups,Clients,Other_Details,object,17,2
cre_Drama_Workshop_Groups,Drama_Workshop_Groups,Workshop_Group_ID,int64,0,15
cre_Drama_Workshop_Groups,Drama_Workshop_Groups,Address_ID,int64,0,12
cre_Drama_Workshop_Groups,Drama_Workshop_Groups,Currency_Code,object,0,2
cre_Drama_Workshop_Groups,Drama_Workshop_Groups,Marketing_Region_Code,object,0,8
cre_Drama_Workshop_Groups,Drama_Workshop_Groups,Store_Name,object,0,15
cre_Drama_Workshop_Groups,Drama_Workshop_Groups,Store_Phone,object,0,15
cre_Drama_Workshop_Groups,Drama_Workshop_Groups,Store_Email_Address,object,0,15
cre_Drama_Workshop_Groups,Drama_Workshop_Groups,Other_Details,object,12,2
cre_Drama_Workshop_Groups,Performers,Performer_ID,int64,0,20
cre_Drama_Workshop_Groups,Performers,Address_ID,int64,0,13
cre_Drama_Workshop_Groups,Performers,Customer_Name,object,0,20
cre_Drama_Workshop_Groups,Performers,Customer_Phone,object,0,20
cre_Drama_Workshop_Groups,Performers,Customer_Email_Address,object,0,20
cre_Drama_Workshop_Groups,Performers,Other_Details,object,17,2
cre_Drama_Workshop_Groups,Customers,Customer_ID,object,0,15
cre_Drama_Workshop_Groups,Customers,Address_ID,int64,0,13
cre_Drama_Workshop_Groups,Customers,Customer_Name,object,0,15
cre_Drama_Workshop_Groups,Customers,Customer_Phone,object,0,15
cre_Drama_Workshop_Groups,Customers,Customer_Email_Address,object,0,15
cre_Drama_Workshop_Groups,Customers,Other_Details,object,13,1
cre_Drama_Workshop_Groups,Stores,Store_ID,object,0,10
cre_Drama_Workshop_Groups,Stores,Address_ID,int64,0,7
cre_Drama_Workshop_Groups,Stores,Marketing_Region_Code,object,0,6
cre_Drama_Workshop_Groups,Stores,Store_Name,object,0,10
cre_Drama_Workshop_Groups,Stores,Store_Phone,object,0,10
cre_Drama_Workshop_Groups,Stores,Store_Email_Address,object,0,10
cre_Drama_Workshop_Groups,Stores,Other_Details,object,6,3
cre_Drama_Workshop_Groups,Bookings,Booking_ID,int64,0,15
cre_Drama_Workshop_Groups,Bookings,Customer_ID,int64,0,11
cre_Drama_Workshop_Groups,Bookings,Workshop_Group_ID,object,0,9
cre_Drama_Workshop_Groups,Bookings,Status_Code,object,0,2
cre_Drama_Workshop_Groups,Bookings,Store_ID,int64,0,8
cre_Drama_Workshop_Groups,Bookings,Order_Date,object,0,15
cre_Drama_Workshop_Groups,Bookings,Planned_Delivery_Date,object,0,15
cre_Drama_Workshop_Groups,Bookings,Actual_Delivery_Date,object,0,15
cre_Drama_Workshop_Groups,Bookings,Other_Order_Details,object,15,0
cre_Drama_Workshop_Groups,Performers_in_Bookings,Order_ID,int64,0,10
cre_Drama_Workshop_Groups,Performers_in_Bookings,Performer_ID,int64,0,15
cre_Drama_Workshop_Groups,Customer_Orders,Order_ID,int64,0,15
cre_Drama_Workshop_Groups,Customer_Orders,Customer_ID,int64,0,7
cre_Drama_Workshop_Groups,Customer_Orders,Store_ID,int64,0,9
cre_Drama_Workshop_Groups,Customer_Orders,Order_Date,object,0,15
cre_Drama_Workshop_Groups,Customer_Orders,Planned_Delivery_Date,object,0,15
cre_Drama_Workshop_Groups,Customer_Orders,Actual_Delivery_Date,object,0,15
cre_Drama_Workshop_Groups,Customer_Orders,Other_Order_Details,object,15,0
cre_Drama_Workshop_Groups,Order_Items,Order_Item_ID,int64,0,15
cre_Drama_Workshop_Groups,Order_Items,Order_ID,int64,0,11
cre_Drama_Workshop_Groups,Order_Items,Product_ID,int64,0,9
cre_Drama_Workshop_Groups,Order_Items,Order_Quantity,object,0,2
cre_Drama_Workshop_Groups,Order_Items,Other_Item_Details,object,15,0
cre_Drama_Workshop_Groups,Invoices,Invoice_ID,int64,0,15
cre_Drama_Workshop_Groups,Invoices,Order_ID,int64,0,11
cre_Drama_Workshop_Groups,Invoices,payment_method_code,object,0,3
cre_Drama_Workshop_Groups,Invoices,Product_ID,int64,0,7
cre_Drama_Workshop_Groups,Invoices,Order_Quantity,object,0,2
cre_Drama_Workshop_Groups,Invoices,Other_Item_Details,object,15,0
cre_Drama_Workshop_Groups,Invoices,Order_Item_ID,int64,0,7
cre_Drama_Workshop_Groups,Services,Service_ID,int64,0,15
cre_Drama_Workshop_Groups,Services,Service_Type_Code,object,0,4
cre_Drama_Workshop_Groups,Services,Workshop_Group_ID,int64,0,11
cre_Drama_Workshop_Groups,Services,Product_Description,object,15,0
cre_Drama_Workshop_Groups,Services,Product_Name,object,0,3
cre_Drama_Workshop_Groups,Services,Product_Price,float64,0,15
cre_Drama_Workshop_Groups,Services,Other_Product_Service_Details,object,15,0
cre_Drama_Workshop_Groups,Bookings_Services,Order_ID,int64,0,9
cre_Drama_Workshop_Groups,Bookings_Services,Product_ID,int64,0,9
cre_Drama_Workshop_Groups,Invoice_Items,Invoice_Item_ID,int64,0,2
cre_Drama_Workshop_Groups,Invoice_Items,Invoice_ID,int64,0,2
cre_Drama_Workshop_Groups,Invoice_Items,Order_ID,int64,0,2
cre_Drama_Workshop_Groups,Invoice_Items,Order_Item_ID,int64,0,2
cre_Drama_Workshop_Groups,Invoice_Items,Product_ID,int64,0,2
cre_Drama_Workshop_Groups,Invoice_Items,Order_Quantity,int64,0,2
cre_Drama_Workshop_Groups,Invoice_Items,Other_Item_Details,object,1,1
cre_Theme_park,Ref_Hotel_Star_Ratings,star_rating_code,object,0,5
cre_Theme_park,Ref_Hotel_Star_Ratings,star_rating_description,object,0,1
cre_Theme_park,Locations,Location_ID,int64,0,15
cre_Theme_park,Locations,Location_Name,object,0,15
cre_Theme_park,Locations,Address,object,0,15
cre_Theme_park,Locations,Other_Details,object,15,0
cre_Theme_park,Ref_Attraction_Types,Attraction_Type_Code,object,0,5
cre_Theme_park,Ref_Attraction_Types,Attraction_Type_Description,object,0,5
cre_Theme_park,Visitors,Tourist_ID,int64,0,20
cre_Theme_park,Visitors,Tourist_Details,object,0,20
cre_Theme_park,Features,Feature_ID,int64,0,5
cre_Theme_park,Features,Feature_Details,object,0,5
cre_Theme_park,Hotels,hotel_id,int64,0,20
cre_Theme_park,Hotels,star_rating_code,object,0,5
cre_Theme_park,Hotels,pets_allowed_yn,object,0,2
cre_Theme_park,Hotels,price_range,object,0,15
cre_Theme_park,Hotels,other_hotel_details,object,20,0
cre_Theme_park,Tourist_Attractions,Tourist_Attraction_ID,int64,0,15
cre_Theme_park,Tourist_Attractions,Attraction_Type_Code,object,0,5
cre_Theme_park,Tourist_Attractions,Location_ID,int64,0,9
cre_Theme_park,Tourist_Attractions,How_to_Get_There,object,0,3
cre_Theme_park,Tourist_Attractions,Name,object,0,15
cre_Theme_park,Tourist_Attractions,Description,object,15,0
cre_Theme_park,Tourist_Attractions,Opening_Hours,object,15,0
cre_Theme_park,Tourist_Attractions,Other_Details,object,15,0
cre_Theme_park,Street_Markets,Market_ID,int64,0,2
cre_Theme_park,Street_Markets,Market_Details,object,0,2
cre_Theme_park,Shops,Shop_ID,int64,0,4
cre_Theme_park,Shops,Shop_Details,object,0,4
cre_Theme_park,Museums,Museum_ID,int64,0,3
cre_Theme_park,Museums,Museum_Details,object,0,3
cre_Theme_park,Royal_Family,Royal_Family_ID,int64,0,2
cre_Theme_park,Royal_Family,Royal_Family_Details,object,2,0
cre_Theme_park,Theme_Parks,Theme_Park_ID,int64,0,3
cre_Theme_park,Theme_Parks,Theme_Park_Details,object,0,3
cre_Theme_park,Visits,Visit_ID,int64,0,20
cre_Theme_park,Visits,Tourist_Attraction_ID,int64,0,10
cre_Theme_park,Visits,Tourist_ID,int64,0,11
cre_Theme_park,Visits,Visit_Date,object,0,20
cre_Theme_park,Visits,Visit_Details,object,0,1
cre_Theme_park,Photos,Photo_ID,int64,0,15
cre_Theme_park,Photos,Tourist_Attraction_ID,int64,0,12
cre_Theme_park,Photos,Name,object,0,15
cre_Theme_park,Photos,Description,object,15,0
cre_Theme_park,Photos,Filename,object,0,15
cre_Theme_park,Photos,Other_Details,object,15,0
cre_Theme_park,Staff,Staff_ID,int64,0,20
cre_Theme_park,Staff,Tourist_Attraction_ID,int64,0,11
cre_Theme_park,Staff,Name,object,0,20
cre_Theme_park,Staff,Other_Details,object,20,0
cre_Theme_park,Tourist_Attraction_Features,Tourist_Attraction_ID,int64,0,11
cre_Theme_park,Tourist_Attraction_Features,Feature_ID,int64,0,5
csu_1,Campuses,Id,int64,0,23
csu_1,Campuses,Campus,object,0,23
csu_1,Campuses,Location,object,0,23
csu_1,Campuses,County,object,0,18
csu_1,Campuses,Year,int64,0,18
csu_1,csu_fees,Campus,int64,0,23
csu_1,csu_fees,Year,int64,0,2
csu_1,csu_fees,CampusFee,int64,0,23
csu_1,degrees,Year,int64,0,15
csu_1,degrees,Campus,int64,0,23
csu_1,degrees,Degrees,int64,0,312
csu_1,discipline_enrollments,Campus,int64,0,23
csu_1,discipline_enrollments,Discipline,int64,0,22
csu_1,discipline_enrollments,Year,int64,0,1
csu_1,discipline_enrollments,Undergraduate,int64,0,347
csu_1,discipline_enrollments,Graduate,int64,0,189
csu_1,enrollments,Campus,int64,0,23
csu_1,enrollments,Year,int64,0,70
csu_1,enrollments,TotalEnrollment_AY,int64,0,1085
csu_1,enrollments,FTE_AY,int64,0,1079
csu_1,faculty,Campus,int64,0,23
csu_1,faculty,Year,int64,0,3
csu_1,faculty,Faculty,float64,0,68
culture_company,book_club,book_club_id,int64,0,12
culture_company,book_club,Year,int64,0,2
culture_company,book_club,Author_or_Editor,object,0,12
culture_company,book_club,Book_Title,object,0,12
culture_company,book_club,Publisher,object,0,8
culture_company,book_club,Category,object,0,3
culture_company,book_club,Result,object,0,4
culture_company,movie,movie_id,int64,0,10
culture_company,movie,Title,object,0,10
culture_company,movie,Year,int64,0,3
culture_company,movie,Director,object,0,9
culture_company,movie,Budget_million,float64,0,10
culture_company,movie,Gross_worldwide,int64,0,10
culture_company,culture_company,Company_name,object,0,6
culture_company,culture_company,Type,object,0,3
culture_company,culture_company,Incorporated_in,object,0,2
culture_company,culture_company,Group_Equity_Shareholding,float64,0,4
culture_company,culture_company,book_club_id,object,0,5
culture_company,culture_company,movie_id,object,0,6
customers_and_addresses,Addresses,address_id,int64,0,15
customers_and_addresses,Addresses,address_content,object,0,15
customers_and_addresses,Addresses,city,object,0,15
customers_and_addresses,Addresses,zip_postcode,object,0,15
customers_and_addresses,Addresses,state_province_county,object,0,12
customers_and_addresses,Addresses,country,object,0,1
customers_and_addresses,Addresses,other_address_details,object,15,0
customers_and_addresses,Products,product_id,int64,0,3
customers_and_addresses,Products,product_details,object,0,3
customers_and_addresses,Customers,customer_id,int64,0,15
customers_and_addresses,Customers,payment_method,object,0,3
customers_and_addresses,Customers,customer_name,object,0,15
customers_and_addresses,Customers,date_became_customer,object,0,15
customers_and_addresses,Customers,other_customer_details,object,13,1
customers_and_addresses,Customer_Addresses,customer_id,int64,0,12
customers_and_addresses,Customer_Addresses,address_id,int64,0,8
customers_and_addresses,Customer_Addresses,date_address_from,object,0,15
customers_and_addresses,Customer_Addresses,address_type,object,0,2
customers_and_addresses,Customer_Addresses,date_address_to,object,0,15
customers_and_addresses,Customer_Contact_Channels,customer_id,int64,0,10
customers_and_addresses,Customer_Contact_Channels,channel_code,object,0,5
customers_and_addresses,Customer_Contact_Channels,active_from_date,object,0,20
customers_and_addresses,Customer_Contact_Channels,active_to_date,object,0,20
customers_and_addresses,Customer_Contact_Channels,contact_number,object,0,20
customers_and_addresses,Customer_Orders,order_id,int64,0,15
customers_and_addresses,Customer_Orders,customer_id,int64,0,8
customers_and_addresses,Customer_Orders,order_status,object,0,2
customers_and_addresses,Customer_Orders,order_date,object,0,15
customers_and_addresses,Customer_Orders,order_details,object,10,1
customers_and_addresses,Order_Items,order_id,int64,0,8
customers_and_addresses,Order_Items,product_id,int64,0,3
customers_and_addresses,Order_Items,order_quantity,object,0,7
customers_and_invoices,Customers,customer_id,int64,0,15
customers_and_invoices,Customers,customer_first_name,object,0,15
customers_and_invoices,Customers,customer_middle_initial,object,0,9
customers_and_invoices,Customers,customer_last_name,object,0,15
customers_and_invoices,Customers,gender,object,0,2
customers_and_invoices,Customers,email_address,object,0,15
customers_and_invoices,Customers,login_name,object,0,15
customers_and_invoices,Customers,login_password,object,0,15
customers_and_invoices,Customers,phone_number,object,0,15
customers_and_invoices,Customers,town_city,object,0,15
customers_and_invoices,Customers,state_county_province,object,0,14
customers_and_invoices,Customers,country,object,0,1
customers_and_invoices,Orders,order_id,int64,0,15
customers_and_invoices,Orders,customer_id,int64,0,11
customers_and_invoices,Orders,date_order_placed,object,0,15
customers_and_invoices,Orders,order_details,object,15,0
customers_and_invoices,Invoices,invoice_number,int64,0,15
customers_and_invoices,Invoices,order_id,int64,0,10
customers_and_invoices,Invoices,invoice_date,object,0,15
customers_and_invoices,Accounts,account_id,int64,0,15
customers_and_invoices,Accounts,customer_id,int64,0,7
customers_and_invoices,Accounts,date_account_opened,object,0,15
customers_and_invoices,Accounts,account_name,object,0,15
customers_and_invoices,Accounts,other_account_details,object,0,2
customers_and_invoices,Product_Categories,production_type_code,object,0,4
customers_and_invoices,Product_Categories,product_type_description,object,0,4
customers_and_invoices,Product_Categories,vat_rating,float64,0,4
customers_and_invoices,Products,product_id,int64,0,15
customers_and_invoices,Products,parent_product_id,int64,0,8
customers_and_invoices,Products,production_type_code,object,0,4
customers_and_invoices,Products,unit_price,float64,0,15
customers_and_invoices,Products,product_name,object,0,15
customers_and_invoices,Products,product_color,object,0,3
customers_and_invoices,Products,product_size,object,0,3
customers_and_invoices,Financial_Transactions,transaction_id,int64,0,15
customers_and_invoices,Financial_Transactions,account_id,int64,0,8
customers_and_invoices,Financial_Transactions,invoice_number,int64,0,9
customers_and_invoices,Financial_Transactions,transaction_type,object,0,2
customers_and_invoices,Financial_Transactions,transaction_date,object,0,15
customers_and_invoices,Financial_Transactions,transaction_amount,float64,0,15
customers_and_invoices,Financial_Transactions,transaction_comment,object,15,0
customers_and_invoices,Financial_Transactions,other_transaction_details,object,15,0
customers_and_invoices,Order_Items,order_item_id,int64,0,15
customers_and_invoices,Order_Items,order_id,int64,0,8
customers_and_invoices,Order_Items,product_id,int64,0,10
customers_and_invoices,Order_Items,product_quantity,object,0,9
customers_and_invoices,Order_Items,other_order_item_details,object,15,0
customers_and_invoices,Invoice_Line_Items,order_item_id,int64,0,11
customers_and_invoices,Invoice_Line_Items,invoice_number,int64,0,9
customers_and_invoices,Invoice_Line_Items,product_id,int64,0,10
customers_and_invoices,Invoice_Line_Items,product_title,object,0,1
customers_and_invoices,Invoice_Line_Items,product_quantity,object,0,9
customers_and_invoices,Invoice_Line_Items,product_price,float64,0,15
customers_and_invoices,Invoice_Line_Items,derived_product_cost,float64,0,15
customers_and_invoices,Invoice_Line_Items,derived_vat_payable,object,15,0
customers_and_invoices,Invoice_Line_Items,derived_total_cost,float64,0,15
customers_and_products_contacts,Addresses,address_id,int64,0,15
customers_and_products_contacts,Addresses,line_1_number_building,object,0,15
customers_and_products_contacts,Addresses,city,object,0,15
customers_and_products_contacts,Addresses,zip_postcode,object,0,15
customers_and_products_contacts,Addresses,state_province_county,object,0,14
customers_and_products_contacts,Addresses,country,object,0,1
customers_and_products_contacts,Products,product_id,int64,0,15
customers_and_products_contacts,Products,product_type_code,object,0,2
customers_and_products_contacts,Products,product_name,object,0,4
customers_and_products_contacts,Products,product_price,float64,0,15
customers_and_products_contacts,Customers,customer_id,int64,0,15
customers_and_products_contacts,Customers,payment_method_code,object,0,2
customers_and_products_contacts,Customers,customer_number,object,0,15
customers_and_products_contacts,Customers,customer_name,object,0,15
customers_and_products_contacts,Customers,customer_address,object,0,15
customers_and_products_contacts,Customers,customer_phone,object,0,15
customers_and_products_contacts,Customers,customer_email,object,0,15
customers_and_products_contacts,Contacts,contact_id,int64,0,15
customers_and_products_contacts,Contacts,customer_id,int64,0,9
customers_and_products_contacts,Contacts,gender,object,0,2
customers_and_products_contacts,Contacts,first_name,object,0,15
customers_and_products_contacts,Contacts,last_name,object,0,15
customers_and_products_contacts,Contacts,contact_phone,object,0,15
customers_and_products_contacts,Customer_Address_History,customer_id,int64,0,9
customers_and_products_contacts,Customer_Address_History,address_id,int64,0,12
customers_and_products_contacts,Customer_Address_History,date_from,object,0,20
customers_and_products_contacts,Customer_Address_History,date_to,object,0,20
customers_and_products_contacts,Customer_Orders,order_id,int64,0,15
customers_and_products_contacts,Customer_Orders,customer_id,int64,0,9
customers_and_products_contacts,Customer_Orders,order_date,object,0,15
customers_and_products_contacts,Customer_Orders,order_status_code,object,0,2
customers_and_products_contacts,Order_Items,order_item_id,int64,0,15
customers_and_products_contacts,Order_Items,order_id,int64,0,11
customers_and_products_contacts,Order_Items,product_id,int64,0,10
customers_and_products_contacts,Order_Items,order_quantity,object,0,8
customers_campaigns_ecommerce,Premises,premise_id,int64,0,15
customers_campaigns_ecommerce,Premises,premises_type,object,0,3
customers_campaigns_ecommerce,Premises,premise_details,object,0,15
customers_campaigns_ecommerce,Products,product_id,int64,0,15
customers_campaigns_ecommerce,Products,product_category,object,0,4
customers_campaigns_ecommerce,Products,product_name,object,0,15
customers_campaigns_ecommerce,Customers,customer_id,int64,0,15
customers_campaigns_ecommerce,Customers,payment_method,object,0,2
customers_campaigns_ecommerce,Customers,customer_name,object,0,15
customers_campaigns_ecommerce,Customers,customer_phone,object,0,15
customers_campaigns_ecommerce,Customers,customer_email,object,0,15
customers_campaigns_ecommerce,Customers,customer_address,object,0,15
customers_campaigns_ecommerce,Customers,customer_login,object,15,0
customers_campaigns_ecommerce,Customers,customer_password,object,0,15
customers_campaigns_ecommerce,Mailshot_Campaigns,mailshot_id,int64,0,20
customers_campaigns_ecommerce,Mailshot_Campaigns,product_category,object,0,2
customers_campaigns_ecommerce,Mailshot_Campaigns,mailshot_name,object,0,4
customers_campaigns_ecommerce,Mailshot_Campaigns,mailshot_start_date,object,0,20
customers_campaigns_ecommerce,Mailshot_Campaigns,mailshot_end_date,object,0,20
customers_campaigns_ecommerce,Customer_Addresses,customer_id,int64,0,11
customers_campaigns_ecommerce,Customer_Addresses,premise_id,int64,0,10
customers_campaigns_ecommerce,Customer_Addresses,date_address_from,object,0,15
customers_campaigns_ecommerce,Customer_Addresses,address_type_code,object,0,2
customers_campaigns_ecommerce,Customer_Addresses,date_address_to,object,0,15
customers_campaigns_ecommerce,Customer_Orders,order_id,int64,0,15
customers_campaigns_ecommerce,Customer_Orders,customer_id,int64,0,9
customers_campaigns_ecommerce,Customer_Orders,order_status_code,object,0,3
customers_campaigns_ecommerce,Customer_Orders,shipping_method_code,object,0,3
customers_campaigns_ecommerce,Customer_Orders,order_placed_datetime,object,0,15
customers_campaigns_ecommerce,Customer_Orders,order_delivered_datetime,object,0,1
customers_campaigns_ecommerce,Customer_Orders,order_shipping_charges,object,0,15
customers_campaigns_ecommerce,Mailshot_Customers,mailshot_id,int64,0,8
customers_campaigns_ecommerce,Mailshot_Customers,customer_id,int64,0,9
customers_campaigns_ecommerce,Mailshot_Customers,outcome_code,object,0,2
customers_campaigns_ecommerce,Mailshot_Customers,mailshot_customer_date,object,0,15
customers_campaigns_ecommerce,Order_Items,item_id,int64,0,15
customers_campaigns_ecommerce,Order_Items,order_item_status_code,object,0,3
customers_campaigns_ecommerce,Order_Items,order_id,int64,0,9
customers_campaigns_ecommerce,Order_Items,product_id,int64,0,10
customers_campaigns_ecommerce,Order_Items,item_status_code,object,0,1
customers_campaigns_ecommerce,Order_Items,item_delivered_datetime,object,0,15
customers_campaigns_ecommerce,Order_Items,item_order_quantity,object,0,8
customers_card_transactions,Accounts,account_id,int64,0,15
customers_card_transactions,Accounts,customer_id,int64,0,9
customers_card_transactions,Accounts,account_name,object,0,15
customers_card_transactions,Accounts,other_account_details,object,0,2
customers_card_transactions,Customers,customer_id,int64,0,15
customers_card_transactions,Customers,customer_first_name,object,0,15
customers_card_transactions,Customers,customer_last_name,object,0,14
customers_card_transactions,Customers,customer_address,object,0,15
customers_card_transactions,Customers,customer_phone,object,0,15
customers_card_transactions,Customers,customer_email,object,0,15
customers_card_transactions,Customers,other_customer_details,object,15,0
customers_card_transactions,Customers_Cards,card_id,int64,0,15
customers_card_transactions,Customers_Cards,customer_id,int64,0,11
customers_card_transactions,Customers_Cards,card_type_code,object,0,2
customers_card_transactions,Customers_Cards,card_number,object,0,15
customers_card_transactions,Customers_Cards,date_valid_from,object,0,15
customers_card_transactions,Customers_Cards,date_valid_to,object,0,15
customers_card_transactions,Customers_Cards,other_card_details,object,0,15
customers_card_transactions,Financial_Transactions,transaction_id,int64,0,15
customers_card_transactions,Financial_Transactions,previous_transaction_id,int64,0,15
customers_card_transactions,Financial_Transactions,account_id,int64,0,13
customers_card_transactions,Financial_Transactions,card_id,int64,0,10
customers_card_transactions,Financial_Transactions,transaction_type,object,0,2
customers_card_transactions,Financial_Transactions,transaction_date,object,0,15
customers_card_transactions,Financial_Transactions,transaction_amount,float64,0,15
customers_card_transactions,Financial_Transactions,transaction_comment,object,15,0
customers_card_transactions,Financial_Transactions,other_transaction_details,object,15,0
customer_complaints,Staff,staff_id,int64,0,7
customer_complaints,Staff,gender,object,0,2
customer_complaints,Staff,first_name,object,0,7
customer_complaints,Staff,last_name,object,0,7
customer_complaints,Staff,email_address,object,0,7
customer_complaints,Staff,phone_number,object,0,7
customer_complaints,Customers,customer_id,int64,0,8
customer_complaints,Customers,customer_type_code,object,0,2
customer_complaints,Customers,address_line_1,object,0,8
customer_complaints,Customers,address_line_2,object,0,8
customer_complaints,Customers,town_city,object,0,8
customer_complaints,Customers,state,object,0,7
customer_complaints,Customers,email_address,object,0,8
customer_complaints,Customers,phone_number,object,0,8
customer_complaints,Products,product_id,int64,0,4
customer_complaints,Products,parent_product_id,int64,0,4
customer_complaints,Products,product_category_code,object,0,3
customer_complaints,Products,date_product_first_available,object,0,4
customer_complaints,Products,date_product_discontinued,object,0,4
